"seqnames"	"start"	"end"	"width"	"strand"	"block_mean"	"block_sum"	"L"	"PC"	"imp"
"chr2.122"	"chr2"	3288986	3289806	821	"*"	215.536585365854	8837	41	0.9206756706273	0.0937098844672657
"chr2.125"	"chr2"	3314111	3314326	216	"*"	364.458333333333	8747	24	0.849638601680523	0.0328947368421053
"chr2.126"	"chr2"	3333870	3334188	319	"*"	231.111111111111	4160	18	0.896443746023662	0.119883040935673
"chr2.130"	"chr2"	3457885	3457964	80	"*"	158.307692307692	2058	13	0.837037530984735	0.17004048582996
"chr2.131"	"chr2"	3493148	3493396	249	"*"	167.384615384615	2176	13	0.64809606575416	0.145748987854251
"chr2.134"	"chr2"	3535951	3536051	101	"*"	232.6875	3723	16	0.472642621130388	0.0526315789473684
"chr2.137"	"chr2"	3585712	3586018	307	"*"	472.64	11816	25	0.605001357100711	0.0126315789473684
"chr2.138"	"chr2"	3594988	3595258	271	"*"	162.852941176471	5537	34	0.577300839069722	0.123839009287926
"chr2.139"	"chr2"	3606647	3607034	388	"*"	197.21875	6311	32	0.824735681082379	0.111842105263158
"chr2.140"	"chr2"	3617636	3617826	191	"*"	531	12213	23	0.948151170965717	0.0045766590389016
"chr2.141"	"chr2"	3635479	3635700	222	"*"	218.633333333333	6559	30	0.602835929822302	0.1
"chr2.143"	"chr2"	3651577	3651826	250	"*"	153.636363636364	3380	22	0.0486926587710395	0.150717703349282
"chr2.144"	"chr2"	3651741	3651974	234	"*"	153.379310344828	4448	29	0.0424186133802808	0.163339382940109
"chr2.145"	"chr2"	3656881	3657228	348	"*"	309.882352941176	10536	34	0.652752224023922	0.0495356037151703
"chr2.146"	"chr2"	3667304	3667561	258	"*"	316.666666666667	9500	30	0.676829071817852	0.0315789473684211
"chr2.147"	"chr2"	3702296	3702585	290	"*"	311.642857142857	8726	28	0.905653413304219	0.0432330827067669
"chr2.148"	"chr2"	3702949	3703007	59	"*"	199.1875	3187	16	0.638281554843028	0.0921052631578947
"chr2.149"	"chr2"	3780626	3780983	358	"*"	342.357142857143	9586	28	0.401161492936014	0.0451127819548872
"chr2.150"	"chr2"	3886374	3886522	149	"*"	378.8	7576	20	0.719444377910857	0.00789473684210526
"chr2.151"	"chr2"	4003067	4003262	196	"*"	325.678571428571	9119	28	0.73528977036311	0.0394736842105263
"chr2.152"	"chr2"	4135932	4136073	142	"*"	425.772727272727	9367	22	0.827615305199145	0.0167464114832536
"chr2.153"	"chr2"	4553253	4553463	211	"*"	456.1	9122	20	0.763665453707697	0.0236842105263158
"chr2.154"	"chr2"	4884309	4884468	160	"*"	346.0625	5537	16	0.877599940474002	0.0296052631578947
"chr2.155"	"chr2"	4934500	4934745	246	"*"	199.08	4977	25	0.860843037980906	0.128421052631579
"chr2.156"	"chr2"	4935338	4935597	260	"*"	193.8	6783	35	0.882315580010861	0.126315789473684
"chr2.157"	"chr2"	5325456	5325792	337	"*"	212.354838709677	6583	31	0.867527338834157	0.0747028862478778
"chr2.158"	"chr2"	5365993	5366157	165	"*"	281.368421052632	5346	19	0.122733929394869	0.0581717451523546
"chr2.159"	"chr2"	5690962	5691179	218	"*"	287.307692307692	11205	39	0.163725457284162	0.0458839406207827
"chr2.160"	"chr2"	5692814	5693012	199	"*"	189.212121212121	6244	33	0.222857655936088	0.0956937799043062
"chr2.161"	"chr2"	5696015	5696237	223	"*"	175.205882352941	5957	34	0.0893535985335623	0.142414860681115
"chr2.162"	"chr2"	5696876	5696959	84	"*"	147	1764	12	0.0882170071493031	0.206140350877193
"chr2.163"	"chr2"	5697162	5697400	239	"*"	275.75	8824	32	0.115250094226227	0.0411184210526316
"chr2.164"	"chr2"	5697765	5697860	96	"*"	491.909090909091	5411	11	0.630340588655183	0
"chr2.165"	"chr2"	5981777	5981828	52	"*"	248.111111111111	4466	18	0.119415062944995	0.0292397660818713
"chr2.166"	"chr2"	6262778	6262991	214	"*"	239.807692307692	6235	26	0.833194945379922	0.0728744939271255
"chr2.167"	"chr2"	6495464	6495661	198	"*"	350.736842105263	6664	19	0.894732495869464	0.00554016620498615
"chr2.168"	"chr2"	6495775	6496484	710	"*"	420.519480519481	32380	77	0.911674041891948	0.0150375939849624
"chr2.172"	"chr2"	6916983	6917290	308	"*"	293.714285714286	6168	21	0.156100670851631	0.0576441102756892
"chr2.173"	"chr2"	7024333	7024545	213	"*"	392.896551724138	11394	29	0.910655809266842	0.00907441016333938
"chr2.174"	"chr2"	7031739	7031967	229	"*"	528.130434782609	12147	23	0.238547461468425	0
"chr2.175"	"chr2"	7032099	7032487	389	"*"	236.529411764706	4021	17	0.556303584416802	0.0588235294117647
"chr2.177"	"chr2"	7324885	7325056	172	"*"	312.47619047619	6562	21	0.814922034953171	0.0275689223057644
"chr2.179"	"chr2"	7456963	7457256	294	"*"	533.961538461538	13883	26	0.612619287871572	0.0202429149797571
"chr2.180"	"chr2"	7599535	7599766	232	"*"	250.217391304348	5755	23	0.931012623368954	0.0663615560640732
"chr2.181"	"chr2"	8282064	8282203	140	"*"	284.5	5690	20	0.491736905327091	0.0236842105263158
"chr2.182"	"chr2"	8487728	8488099	372	"*"	224.652173913043	5167	23	0.567684014634595	0.0640732265446224
"chr2.183"	"chr2"	8543782	8544039	258	"*"	185.541666666667	4453	24	0.4537204092977	0.144736842105263
"chr2.184"	"chr2"	8545469	8545558	90	"*"	142.6	1426	10	0.566771407925534	0.131578947368421
"chr2.185"	"chr2"	8574119	8574387	269	"*"	304.222222222222	8214	27	0.612492775301673	0.0448343079922027
"chr2.186"	"chr2"	8676734	8676912	179	"*"	200.217391304348	4605	23	0.0760415114120779	0.0892448512585812
"chr2.190"	"chr2"	8709743	8709984	242	"*"	506.833333333333	9123	18	0.429967414101095	0.0292397660818713
"chr2.191"	"chr2"	8837202	8837943	742	"*"	216.947368421053	8244	38	0.183118573652683	0.0831024930747922
"chr2.192"	"chr2"	8894676	8895064	389	"*"	164.631578947368	3128	19	0.896085523764764	0.119113573407202
"chr2.193"	"chr2"	8938461	8938807	347	"*"	526.052631578947	19990	38	0.908363154490857	0.00138504155124654
"chr2.196"	"chr2"	9095769	9095887	119	"*"	187.521739130435	4313	23	0.114675178526299	0.0732265446224256
"chr2.197"	"chr2"	9122654	9122906	253	"*"	326.038461538462	8477	26	0.800823727046034	0.0425101214574899
"chr2.199"	"chr2"	9145827	9146089	263	"*"	189.32	4733	25	0.817758606752447	0.126315789473684
"chr2.202"	"chr2"	9318703	9319083	381	"*"	331.230769230769	4306	13	0.47643122407821	0.0202429149797571
"chr2.203"	"chr2"	9319165	9319468	304	"*"	325.342857142857	11387	35	0.893925050492894	0.0676691729323308
"chr2.204"	"chr2"	9330994	9331157	164	"*"	139.55	2791	20	0.595531386000345	0.157894736842105
"chr2.205"	"chr2"	9374610	9374916	307	"*"	305.512195121951	12526	41	0.927171426774997	0.0410783055198973
"chr2.206"	"chr2"	9409116	9409262	147	"*"	451.7	9034	20	0.732385007145267	0.00263157894736842
"chr2.210"	"chr2"	9477554	9477764	211	"*"	183.818181818182	2022	11	0.885072288622831	0.105263157894737
"chr2.214"	"chr2"	9725182	9725492	311	"*"	407.227272727273	8959	22	0.692376092422785	0.0406698564593301
"chr2.215"	"chr2"	9813965	9814291	327	"*"	215	6235	29	0.165918303642172	0.0871143375680581
"chr2.218"	"chr2"	10008639	10008714	76	"*"	259.5	3633	14	0.800332447636365	0.0526315789473684
"chr2.219"	"chr2"	10042855	10043101	247	"*"	261.037037037037	7048	27	0.322866787404425	0.0545808966861598
"chr2.222"	"chr2"	10091302	10091813	512	"*"	384.922077922078	29639	77	0.160765913724849	0.025974025974026
"chr2.227"	"chr2"	10162215	10162384	170	"*"	188.045454545455	4137	22	0.448135424467853	0.143540669856459
"chr2.228"	"chr2"	10304031	10304764	734	"*"	208.6	12516	60	0.0763428203927237	0.0815789473684211
"chr2.230"	"chr2"	10395534	10395795	262	"*"	177	3363	19	0.855666304881986	0.132963988919668
"chr2.231"	"chr2"	10419603	10419890	288	"*"	194.130434782609	4465	23	0.945930154653373	0.132723112128146
"chr2.232"	"chr2"	10447437	10447634	198	"*"	375.272727272727	4128	11	0.0413088924853828	0.0191387559808612
"chr2.234"	"chr2"	10475770	10475964	195	"*"	290.173913043478	6674	23	0.875586537739994	0.0183066361556064
"chr2.235"	"chr2"	10497822	10498039	218	"*"	238.08	5952	25	0.185966196952044	0.0378947368421053
"chr2.236"	"chr2"	10547836	10548262	427	"*"	292.677419354839	9073	31	0.578196858539213	0.0492359932088285
"chr2.237"	"chr2"	10548483	10548689	207	"*"	226.923076923077	2950	13	0.546586005899347	0.0607287449392713
"chr2.238"	"chr2"	10551548	10551992	445	"*"	180.463414634146	7399	41	0.894574730072144	0.146341463414634
"chr2.240"	"chr2"	10811712	10811925	214	"*"	359.44	8986	25	0.0468445637768236	0.0252631578947368
"chr2.245"	"chr2"	10961952	10962063	112	"*"	325.642857142857	4559	14	0.876076178150522	0.0225563909774436
"chr2.246"	"chr2"	11024356	11024556	201	"*"	311.909090909091	6862	22	0.321271972885625	0.0478468899521531
"chr2.248"	"chr2"	11160348	11160729	382	"*"	165.722222222222	2983	18	0.900877949192023	0.160818713450292
"chr2.250"	"chr2"	11374867	11375162	296	"*"	362.741935483871	11245	31	0.26192745318805	0.0101867572156197
"chr2.251"	"chr2"	11425368	11425533	166	"*"	439.411764705882	7470	17	0.90902181698186	0
"chr2.254"	"chr2"	11495901	11496214	314	"*"	315.84375	10107	32	0.586914866811311	0.0263157894736842
"chr2.255"	"chr2"	11533691	11534034	344	"*"	623.363636363636	6857	11	0.313743239711112	0.0191387559808612
"chr2.256"	"chr2"	11539458	11539754	297	"*"	450.375	7206	16	0.3670297621669	0
"chr2.257"	"chr2"	11586813	11587111	299	"*"	365.913043478261	8416	23	0.782345973703631	0.0137299771167048
"chr2.258"	"chr2"	11592761	11592987	227	"*"	152.304347826087	3503	23	0.915535997950262	0.194508009153318
"chr2.259"	"chr2"	11610576	11610945	370	"*"	159.325581395349	6851	43	0.894820089707406	0.17625458996328
"chr2.260"	"chr2"	11634009	11634434	426	"*"	351.585365853659	14415	41	0.856107164695278	0.0192554557124519
"chr2.261"	"chr2"	11656658	11656794	137	"*"	178.235294117647	3030	17	0.410037374499532	0.117647058823529
"chr2.262"	"chr2"	11656849	11656958	110	"*"	191.909090909091	2111	11	0.326134479545718	0.138755980861244
"chr2.263"	"chr2"	11669647	11670296	650	"*"	189.609756097561	15548	82	0.161044530518677	0.089216944801027
"chr2.264"	"chr2"	11681924	11682570	647	"*"	296.921052631579	11283	38	0.592171815852774	0.0609418282548476
"chr2.267"	"chr2"	11777386	11777731	346	"*"	454.451612903226	14088	31	0.676866874048696	0
"chr2.268"	"chr2"	11779289	11779533	245	"*"	232.652173913043	5351	23	0.0711694260285693	0.045766590389016
"chr2.269"	"chr2"	11784800	11785250	451	"*"	271.611111111111	14667	54	0.25376892795865	0.064327485380117
"chr2.270"	"chr2"	11829775	11830140	366	"*"	499.461538461538	12986	26	0.154815314644474	0.0121457489878543
"chr2.274"	"chr2"	12740393	12740860	468	"*"	282.590909090909	12434	44	0.934805295338183	0.0287081339712919
"chr2.275"	"chr2"	12926559	12926884	326	"*"	327.461538461538	17028	52	0.927154599723468	0.0657894736842105
"chr2.276"	"chr2"	13532900	13533108	209	"*"	341.318181818182	7509	22	0.842980807200948	0.0454545454545455
"chr2.277"	"chr2"	14872583	14872967	385	"*"	272.0625	8706	32	0.844482379985376	0.03125
"chr2.279"	"chr2"	15561716	15561999	284	"*"	505.882352941176	8600	17	0.0223276962016627	0.0247678018575851
"chr2.281"	"chr2"	15664438	15664938	501	"*"	299.47619047619	12578	42	0.801022898761509	0.025062656641604
"chr2.282"	"chr2"	15696735	15697076	342	"*"	209.264705882353	7115	34	0.760182742076379	0.103715170278638
"chr2.283"	"chr2"	15808338	15808623	286	"*"	261.342857142857	9147	35	0.823568576662573	0.0616541353383459
"chr2.287"	"chr2"	15945558	15945928	371	"*"	171.666666666667	4635	27	0.82668260702896	0.142300194931774
"chr2.288"	"chr2"	16013327	16013479	153	"*"	322.75	7746	24	0.0854245353851595	0.0482456140350877
"chr2.289"	"chr2"	16013866	16014297	432	"*"	257.745098039216	13145	51	0.218372046829578	0.0423116615067079
"chr2.290"	"chr2"	16508200	16508630	431	"*"	173.038461538462	4499	26	0.0586740428225478	0.0951417004048583
"chr2.292"	"chr2"	17193562	17193896	335	"*"	325.851851851852	17596	54	0.921380832127612	0.0730994152046784
"chr2.293"	"chr2"	17194500	17194703	204	"*"	242.884615384615	6315	26	0.867112406448711	0.105263157894737
"chr2.294"	"chr2"	17339398	17339528	131	"*"	364.1875	5827	16	0.818267755472667	0.00328947368421053
"chr2.298"	"chr2"	17649307	17649509	203	"*"	267.652173913043	6156	23	0.666185617600567	0.0755148741418764
"chr2.300"	"chr2"	17815727	17815872	146	"*"	806.2	8062	10	0.358109620057329	0
"chr2.304"	"chr2"	17931262	17931691	430	"*"	422.285714285714	14780	35	0.897694588287672	0.0421052631578947
"chr2.306"	"chr2"	18584093	18584269	177	"*"	193.65	3873	20	0.917792993340565	0.0973684210526316
"chr2.307"	"chr2"	18584582	18584962	381	"*"	167.581395348837	7206	43	0.856873783212531	0.16891064871481
"chr2.309"	"chr2"	19351975	19352238	264	"*"	183.388888888889	6602	36	0.521669899723071	0.0994152046783626
"chr2.310"	"chr2"	19353459	19353833	375	"*"	234.844444444444	10568	45	0.607789954883366	0.0666666666666667
"chr2.311"	"chr2"	19356741	19356953	213	"*"	213.791666666667	5131	24	0.390134126448769	0.100877192982456
"chr2.313"	"chr2"	19361259	19361363	105	"*"	239.5	2874	12	0.192781780779294	0.087719298245614
"chr2.314"	"chr2"	19361551	19361734	184	"*"	182.6	1826	10	0.0928911969116466	0.0631578947368421
"chr2.315"	"chr2"	19361622	19361871	250	"*"	182.65	7306	40	0.0361132191781108	0.115789473684211
"chr2.323"	"chr2"	20106613	20107067	455	"*"	176.263157894737	6698	38	0.429142214842323	0.102493074792244
"chr2.328"	"chr2"	20447550	20447719	170	"*"	193.966666666667	5819	30	0.0295563868037301	0.0614035087719298
"chr2.332"	"chr2"	20670399	20670606	208	"*"	184.818181818182	6099	33	0.171223083773152	0.151515151515152
"chr2.333"	"chr2"	20671062	20671232	171	"*"	125.45	2509	20	0.298284210920688	0.223684210526316
"chr2.335"	"chr2"	21006996	21007151	156	"*"	796.583333333333	9559	12	0.847470887305446	0
"chr2.337"	"chr2"	21044287	21044491	205	"*"	291.666666666667	4375	15	0.785457255647174	0.00701754385964912
"chr2.338"	"chr2"	21101502	21102066	565	"*"	239.515625	15329	64	0.88234865040954	0.0518092105263158
"chr2.339"	"chr2"	21123861	21124128	268	"*"	289.92	7248	25	0.900738162234273	0.0547368421052632
"chr2.340"	"chr2"	22186356	22186627	272	"*"	295.574468085106	13892	47	0.924364271172477	0.0481522956326988
"chr2.341"	"chr2"	23554317	23554503	187	"*"	160.375	3849	24	0.797505332855822	0.120614035087719
"chr2.342"	"chr2"	23562155	23562393	239	"*"	145.608695652174	3349	23	0.885741114892936	0.167048054919908
"chr2.343"	"chr2"	23616811	23616992	182	"*"	351.652173913043	8088	23	0.782057868947153	0.0068649885583524
"chr2.344"	"chr2"	23690452	23690698	247	"*"	126.130434782609	2901	23	0.860185891712609	0.208237986270023
